company,job_description,company_rating,location,salary_avg_estimate,educational_level,years_of_experience,skills_req,job_title
Whatfix,Data Scientist,4.1,"Bengaluru, Karnataka",660000,Bachelors,2.5,"R, Data Wrangling, Machine Learning, Statistics, SQL, Feature Engineering",Data Scientist
Right Head India,Data Engineer (Python or . Net),4.1,Remote,360000,Diploma,1.0,"SQL, Python, ETL, Apache Kafka, Data Warehousing, Data Pipelines",Data Engineer
Eoraa & Co.,Data Scientist,4.1,"New Delhi, Delhi",480000,Bachelors,1.0,"R, Data Wrangling, Machine Learning, Statistics, SQL, Feature Engineering",Data Scientist
Nuware Systems,Analyst - Data Science,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"Data Visualization, Excel, R, SQL, Big Data Tools",Data Analyst
ACI Worldwide,Data Scientist,4.1,"Pune, Maharashtra",660000,Bachelors,2.5,"Python, Deep Learning, Computer Vision, Data Science, NLP",Data Scientist
Deloitte,Data Analyst-GTO-Hyderabad,4.1,"Hyderabad, Telangana",660000,Bachelors,2.5,"Data Visualization, Excel, R, SQL, Big Data Tools",Data Analyst
Crowe,Data Analytics Consultant,4.1,"Noida, Uttar Pradesh",480000,Bachelors,1.0,"Excel, SQL, Data Visualization, Python, Machine Learning, Database Management",Data Analyst
"Glassbeam, Inc.",Data Scientist,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"R, Data Wrangling, Machine Learning, Statistics, SQL, Feature Engineering",Data Scientist
Indium Software,Databricks Data Engineer,4.1,Remote,360000,Diploma,1.0,"Java, SQL, Big Data, Cloud Computing, Data Modeling, Apache Hive",Data Engineer
Sathyam Consultants,Data Science Consultant,4.1,"Hyderabad, Telangana",660000,Bachelors,2.5,"Python, R, Machine Learning, Data Wrangling, Deep Learning, NLP",Data Scientist
Mercedes-Benz Research and Development India...,Data Architect in Cloud - T7,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Cloud Infrastructure, IT Support, Hardware and Software, Networking, System Administration, Security",IT Professional
RELX,Data Scientist,4.1,"Bengaluru, Karnataka",840000,Bachelors,5.0,"Python, SQL, TensorFlow, Data Analysis, Data Engineering, Feature Engineering",Data Scientist
Oracle,Data Engineer,4.1,"Mumbai, Maharashtra+1 location",1080000,Masters,5.0,"Java, SQL, Big Data, Cloud Computing, Data Modeling, Apache Hive",Data Engineer
Falabella India,Data Scientist,4.1,"Bengaluru, Karnataka",1320000,Masters,7.0,"R, Data Wrangling, Machine Learning, Statistics, SQL, Feature Engineering",Data Scientist
Bosch Group,Strategy Manager for Bosch Data Analytics and AI,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"Excel, SQL, Data Visualization, Python, Statistical Analysis, Time Series Analysis",Data Analyst
Risk Management Solutions,"Modeler - Geospatial Data Applications, Noida",4.1,"Noida, Uttar Pradesh",660000,Bachelors,2.5,"SQL, Python, Database Management, Web Development, Data Analysis",Other
Presidency Digital India Pvt. Ltd.,data science trainer,4.1,"Navi Mumbai, Maharashtra",1320000,Masters,7.0,"Python, R, Machine Learning, Data Wrangling, Deep Learning, NLP",Data Scientist
"JPMorgan Chase Bank, N.A.",CB_Risk_Credit Analysis Unit - Analytics (Data science)- Ass...,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"Cybersecurity, IT Support, Networking, Operating Systems, Firewalls, Linux Administration",IT Professional
iWeb Software Services Pvt Limited,Azure Data Engineer (Fully Remote),4.1,"Temporarily Remote in Delhi, Delhi",360000,Diploma,1.0,"SQL, Python, Data Warehousing, Data Architecture, ETL, AWS",Data Engineer
Testbook,Program Manager (Data Science & Analytics),4.1,"Navi Mumbai, Maharashtra",720000,Masters,1.0,"Python, Deep Learning, Computer Vision, Data Science, NLP",Data Scientist
Serendipity Corporate Services,Data Scientist(candidates from Bangalore location preferred),4.1,"Bengaluru, Karnataka",660000,Bachelors,2.5,"Python, Deep Learning, Computer Vision, Data Science, NLP",Data Scientist
FENG GROUP,Digital Forensics Analyst (Senior),4.1,"Kolkata, West Bengal+1 location",1080000,Masters,5.0,"SQL, Python, Power BI, Tableau, Data Wrangling, Time Series Analysis",Data Analyst
World Health Organization,Roster for Data Unit Lead,4.1,"New Delhi, Delhi",480000,Bachelors,1.0,"Cloud Infrastructure, IT Support, Hardware and Software, Networking, System Administration, Security",IT Professional
Accenture,Analyst-Data Maintenance,4.1,"Bengaluru, Karnataka",840000,Bachelors,5.0,"SQL, Python, Power BI, Tableau, Data Wrangling, Time Series Analysis",Data Analyst
Visa,Data Scientist (ML/AI),4.1,"Temporarily Remote in Bengaluru, Karnataka",480000,Bachelors,1.0,"Python, Deep Learning, Computer Vision, Data Science, NLP",Data Scientist
Google,Staff Software Engineer,4.1,"Hyderabad, Telangana+1 location",360000,Diploma,1.0,"Software Architecture, Python, Java, Testing Frameworks, Git, Docker, CI/CD",Software Engineer
StatusNeo Technology Consulting,Product Onwer - Data Science,4.1,"Gurgaon, Haryana",360000,Diploma,1.0,"Python, R, Machine Learning, Data Wrangling, Deep Learning, NLP",Data Scientist
Agilite Global Solutions Company,Data Engineer,4.1,Remote,1320000,Masters,7.0,"SQL, Python, Data Warehousing, Data Architecture, ETL, AWS",Data Engineer
Novo Nordisk,Department and Project coordinator,4.1,"Bengaluru, Karnataka",660000,Bachelors,2.5,"SQL, Python, Database Management, Web Development, Data Analysis",Other
Infosys Limited,VOIP Expert,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"SQL, Python, Database Management, Web Development, Data Analysis",Other
Agilite Global Solutions Company,Data Engineer - QA,4.1,Remote,360000,Diploma,1.0,"SQL, Python, ETL, Apache Kafka, Data Warehousing, Data Pipelines",Data Engineer
PwC,Operate Services - Data Analytics - Senior Associate - Kolka...,4.1,"Kolkata, West Bengal+1 location",840000,Bachelors,5.0,"Excel, SQL, Data Visualization, Python, Statistical Analysis, Time Series Analysis",Data Analyst
Financial Fabric,Operation Analyst,4.1,"Kolkata, West Bengal",360000,Diploma,1.0,"SQL, Python, Power BI, Tableau, Data Wrangling, Time Series Analysis",Data Analyst
Carousell Group,Product Data Analyst,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"SQL, Python, Power BI, Tableau, Data Wrangling, Time Series Analysis",Data Analyst
XShip Design & Analytics Pvt Ltd,Data Analyst (Excel advanced specialist),4.1,"Kochi, Kerala",1080000,Masters,5.0,"Data Visualization, Excel, R, SQL, Big Data Tools",Data Analyst
PlaySimple Games,Data Scientist,4.1,"Bengaluru, Karnataka",840000,Bachelors,5.0,"Python, SQL, TensorFlow, Data Analysis, Data Engineering, Feature Engineering",Data Scientist
Reliance Games,Data Analytics Intern,4.1,"Pune, Maharashtra",660000,Bachelors,2.5,"Excel, SQL, Data Visualization, Python, Machine Learning, Database Management",Data Analyst
Gour Institute,Associate Data Scientist,4.1,"Kolkata, West Bengal",1800000,PhD,9.0,"R, Data Wrangling, Machine Learning, Statistics, SQL, Feature Engineering",Data Scientist
Deloitte,Data Management - Analyst,4.1,"Hyderabad, Telangana",1560000,PhD,7.0,"Excel, SQL, Data Visualization, Python, Machine Learning, Database Management",Data Analyst
Techo@Las,Data Science Trainer,4.1,"Kochi, Kerala",480000,Bachelors,1.0,"R, Data Wrangling, Machine Learning, Statistics, SQL, Feature Engineering",Data Scientist
Mercedes-Benz Research and Development India...,Azure Data Engineer,4.1,"Bengaluru, Karnataka",1560000,PhD,7.0,"Java, SQL, Big Data, Cloud Computing, Data Modeling, Apache Hive",Data Engineer
Mercedes-Benz Research and Development India...,Data Analyst - KPI Evaluation for vision systems,4.1,"Bengaluru, Karnataka",840000,Bachelors,5.0,"Data Visualization, Excel, R, SQL, Big Data Tools",Data Analyst
Novo Nordisk,Data Engineer,4.1,"Bengaluru, Karnataka",840000,Bachelors,5.0,"SQL, Python, Data Warehousing, Data Architecture, ETL, AWS",Data Engineer
Apple,Data Scientist,4.1,"Hyderabad, Telangana",480000,Bachelors,1.0,"Python, Deep Learning, Computer Vision, Data Science, NLP",Data Scientist
MSCI Inc,Data Engineer,4.1,"Hybrid remote in Pune, Maharashtra",480000,Bachelors,1.0,"SQL, Python, Data Warehousing, Data Architecture, ETL, AWS",Data Engineer
Consilio LLC,Data Operations Associate,4.1,"Bengaluru, Karnataka",1800000,PhD,9.0,"Python, SQL, Technical Writing, System Design, Software Development",Other
Codvo.ai,Data Scientist (experienced),4.1,"Remote in Bengaluru, Karnataka",660000,Bachelors,2.5,"Python, SQL, TensorFlow, Data Analysis, Data Engineering, Feature Engineering",Data Scientist
REscan,Computer Vision Engineer,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Computer Vision, Python, TensorFlow, GANs, Feature Extraction, Image Classification",Computer Vision Engineer
REscan,Senior Computer Vision Engineer,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"Machine Learning, Python, PyTorch, Image Segmentation, Object Detection, CNNs",Computer Vision Engineer
Leena AI India Pvt Ltd,Computer Vision Engineer,4.1,"Remote in Bengaluru, Karnataka",360000,Diploma,1.0,"Computer Vision, Python, OpenCV, TensorFlow, Deep Learning, Image Processing",Computer Vision Engineer
Intel,Computer Vision Engineer,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"Computer Vision, Python, OpenCV, TensorFlow, Deep Learning, Image Processing",Computer Vision Engineer
Ajna Lens,Computer Vision Engineer,4.1,"Thane, Maharashtra",480000,Bachelors,1.0,"Computer Vision, Python, TensorFlow, GANs, Feature Extraction, Image Classification",Computer Vision Engineer
Robert Bosch,Computer Vision Specialist,4.1,"Bengaluru, Karnataka+1 location",480000,Bachelors,1.0,"Computer Vision, Python, TensorFlow, GANs, Feature Extraction, Image Classification",Computer Vision Engineer
Bosch Group,Computer Vision Architect,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Cybersecurity, IT Support, Networking, Operating Systems, Firewalls, Linux Administration",IT Professional
Bosch Group,Computer Vision Developer (R&D),4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Python, Java, C++, Web Development, Git, Agile, HTML/CSS, JavaScript",Developer
Fusemachines,AI Computer Vision Engineer,4.1,Remote,360000,Diploma,1.0,"Computer Vision, Python, OpenCV, TensorFlow, Deep Learning, Image Processing",Computer Vision Engineer
Mercedes-Benz Research and Development India...,Technical lead - Computer vision for Occupant Monitoring,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Network Security, Cloud Computing, System Administration, Troubleshooting, ITIL, Virtualization",IT Professional
Robert Bosch,REF133894M_ESZ2_ADAS_Video_Function_Computer_vision_Develope...,4.1,"Bengaluru, Karnataka",660000,Bachelors,2.5,"Python, Java, C++, System Administration, Cloud Computing, Security",Other
GreenTech Intelligent Transportation System LLP,Computer Vision Engineer,4.1,"New Delhi, Delhi",360000,Diploma,1.0,"Deep Learning, Python, OpenCV, Neural Networks, Image Processing, Video Analysis",Computer Vision Engineer
BizBox Publishing,Junior Computer Vision Engineer,4.1,Remote,480000,Bachelors,1.0,"Computer Vision, Python, TensorFlow, GANs, Feature Extraction, Image Classification",Computer Vision Engineer
Hitachi,Junior Data Scientist (Computer Vision),4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"R, Data Wrangling, Machine Learning, Statistics, SQL, Feature Engineering",Data Scientist
Samsung Electronics,"Engineer, Computer vision software",4.1,"Bengaluru, Karnataka",840000,Bachelors,5.0,"C#, .NET, Python, Software Architecture, Cloud Computing, Git",Software
Mercedes-Benz Research and Development India...,Senior Program Manager - Computer Vision Embedded SW Develop...,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"Deep Learning, Python, OpenCV, Neural Networks, Image Processing, Video Analysis",Computer Vision Engineer
Mercedes-Benz Research and Development India...,Computer Vision Research/ Platform Engineer - Machine Learni...,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Deep Learning, Python, OpenCV, Neural Networks, Image Processing, Video Analysis",Computer Vision Engineer
52 Qualcomm India Private Limited,Computer Vision/Image Processing Engineer,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Machine Learning, Python, PyTorch, Image Segmentation, Object Detection, CNNs",Computer Vision Engineer
"Hitachi India Pvt, Ltd.",Junior Data Scientist (Computer Vision),4.1,"Bengaluru, Karnataka",840000,Bachelors,5.0,"R, Data Wrangling, Machine Learning, Statistics, SQL, Feature Engineering",Data Scientist
Inferigence Quotient,Computer Vision Lead Engineer,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"Computer Vision, Python, OpenCV, TensorFlow, Deep Learning, Image Processing",Computer Vision Engineer
FENG GROUP,Front-End Developer (Junior),4.1,"Patna, Bihar+1 location",360000,Diploma,1.0,"Mobile App Development, Swift, Kotlin, Android, iOS, Version Control",Developer
BigAppCompany,Computer Vision,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"Deep Learning, Python, OpenCV, Neural Networks, Image Processing, Video Analysis",Computer Vision Engineer
Sciffer,Data Scientist (Computer Vision),4.1,"Baner, Pune, Maharashtra",1320000,Masters,7.0,"Python, R, Machine Learning, Data Wrangling, Deep Learning, NLP",Data Scientist
Path Partner Technology,Computer Vision Engineer,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"Computer Vision, Python, OpenCV, TensorFlow, Deep Learning, Image Processing",Computer Vision Engineer
Mercedes-Benz Research and Development India...,Computer Vision Research Engineer - Machine Learning,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Machine Learning, Python, Data Science, Deep Learning, Computer Vision",ML Engineer
Bosch Group,ESZ2_ADAS_Video_Function_Computer_vision_Developer(CV)- 2022,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"JavaScript, TypeScript, Frontend Development, Git, Version Control, CI/CD",Developer
TensorGo Technologies,Computer Vision Intern / Engineer,4.1,"Remote in Hyderabad, Telangana",480000,Bachelors,1.0,"Computer Vision, Python, OpenCV, TensorFlow, Deep Learning, Image Processing",Computer Vision Engineer
IBM,AI Computer Vision Developer,4.1,"Ahmedabad, Gujarat",480000,Bachelors,1.0,"JavaScript, TypeScript, Frontend Development, Git, Version Control, CI/CD",Developer
Soaron Aerospace Innovations,Computer Vision Engineer (AI/ML),4.1,"Remote in Hyderabad, Telangana",480000,Bachelors,1.0,"Computer Vision, Python, OpenCV, TensorFlow, Deep Learning, Image Processing",Computer Vision Engineer
Performance Industries P. Ltd,Sr Computer Vision Engineer,4.1,"Hyderabad, Telangana",720000,Masters,1.0,"Computer Vision, Python, OpenCV, TensorFlow, Deep Learning, Image Processing",Computer Vision Engineer
Adobe,Computer Scientist 1 (Frontend),4.1,"Bengaluru, Karnataka",840000,Bachelors,5.0,"Python, Java, C++, System Administration, Cloud Computing, Security",Other
Vimaan Robotics,Computer Vision Engineer,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Machine Learning, Python, PyTorch, Image Segmentation, Object Detection, CNNs",Computer Vision Engineer
Stats Perform,Computer Vision Engineer,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Computer Vision, Python, TensorFlow, GANs, Feature Extraction, Image Classification",Computer Vision Engineer
Verificient Technologies,Computer Vision Engineer,4.1,"Pune, Maharashtra",360000,Diploma,1.0,"Deep Learning, Python, OpenCV, Neural Networks, Image Processing, Video Analysis",Computer Vision Engineer
Intrics Solutions Pvt Ltd,Data Science/Data Analytics,4.1,"Noida, Uttar Pradesh",1800000,PhD,9.0,"R, Data Wrangling, Machine Learning, Statistics, SQL, Feature Engineering",Data Scientist
52 Qualcomm India Private Limited,Computer Vision And Machine Learning Specialist – Xr Percept...,4.1,"Bengaluru, Karnataka",1320000,Masters,7.0,"Machine Learning, Python, Scikit-Learn, Data Engineering, Deep Learning",ML Engineer
Vehant Technologies,Tech lead- Computer Vision/ Tech Lead- Imaging,4.1,"Noida, Uttar Pradesh",360000,Diploma,1.0,"Machine Learning, Python, PyTorch, Image Segmentation, Object Detection, CNNs",Computer Vision Engineer
Unisys,Summer Intern (early career 2022 Q3),4.1,"Bengaluru, Karnataka",1080000,Masters,5.0,"Python, SQL, Technical Writing, System Design, Software Development",Other
Sciative Solutrions,Computer Vision Engineer,4.1,"Navi Mumbai, Maharashtra",360000,Diploma,1.0,"Machine Learning, Python, PyTorch, Image Segmentation, Object Detection, CNNs",Computer Vision Engineer
AlphaICs,Computer Vision Engineer,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Machine Learning, Python, PyTorch, Image Segmentation, Object Detection, CNNs",Computer Vision Engineer
Thor Systems,3D Computer Vision & Machine Perception Expert,4.1,Remote,360000,Diploma,1.0,"Computer Vision, Python, TensorFlow, GANs, Feature Extraction, Image Classification",Computer Vision Engineer
Adobe,"Research Scientist - Computer Vision, Data Science and Text...",4.1,"Noida, Uttar Pradesh",360000,Diploma,1.0,"Python, Deep Learning, Computer Vision, Data Science, NLP",Data Scientist
Eternal Robotics,Computer Vision Engineer,4.1,"Hyderabad, Telangana",480000,Bachelors,1.0,"Deep Learning, Python, OpenCV, Neural Networks, Image Processing, Video Analysis",Computer Vision Engineer
Unisys,Software Engineer 4,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Full Stack Development, JavaScript, React, Node.js, DevOps, Cloud Computing",Software Engineer
Mercedes-Benz Research and Development India...,"Software Lead, Linux Middleware – Camera/Vision Systems - AL...",4.1,"Bengaluru, Karnataka",660000,Bachelors,3.0,"Python, Ruby, Rails, Software Development, Agile, TDD",Software
Unisys,Jr Networ Security Engineer,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Virtualization, Windows Server, Networking, Cybersecurity, Database Management, Troubleshooting",IT Professional
Beltech Artificial Intelligence,Senior Computer Vision Engineer,4.1,"Bengaluru, Karnataka",720000,Masters,1.0,"Computer Vision, Python, OpenCV, TensorFlow, Deep Learning, Image Processing",Computer Vision Engineer
52 Qualcomm India Private Limited,Senior Engineer (Computer Vision Testing),4.1,"Bengaluru, Karnataka",720000,Masters,1.0,"Deep Learning, Python, OpenCV, Neural Networks, Image Processing, Video Analysis",Computer Vision Engineer
Foundation to Educate Girls Globally,Urgent Requirement District IT Analyst,4.1,"Remote in Gonda, Uttar Pradesh+2 locations",840000,Bachelors,5.0,"SQL, Python, Power BI, Tableau, Data Wrangling, Time Series Analysis",Data Analyst
Samsung Electronics,"Lead Engineer, Computer Vision Software",4.1,"Bengaluru, Karnataka",360000,Diploma,1.5,"Python, Ruby, Rails, Software Development, Agile, TDD",Software
Ai Health Highway India Pvt Ltd,ML Engineer,4.1,"Bengaluru, Karnataka",660000,Bachelors,2.5,"Machine Learning, Python, Scikit-Learn, Data Engineering, Deep Learning",ML Engineer
52 Qualcomm India Private Limited,Computer Vision Systems (Algorithm) Engineer,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Cybersecurity, IT Support, Networking, Operating Systems, Firewalls, Linux Administration",IT Professional
Deloitte,Technology Support - Analyst,4.1,"Hyderabad, Telangana",480000,Bachelors,1.0,"Excel, SQL, Data Visualization, Python, Machine Learning, Database Management",Data Analyst
Swific Technology Pvt. Ltd.,Quality Engineer- Manual,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Cybersecurity, IT Support, Networking, Operating Systems, Firewalls, Linux Administration",IT Professional
AGEYE Technologies,Computer Vision Engineer,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"Computer Vision, Python, TensorFlow, GANs, Feature Extraction, Image Classification",Computer Vision Engineer
Oracle,Applications Developer 4,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"Mobile App Development, Swift, Kotlin, Android, iOS, Version Control",Developer
Ecoconsumer Solutions Private Limited,Backend Developer,4.1,"Remote in Bengaluru, Karnataka",360000,Diploma,1.0,"Mobile App Development, Swift, Kotlin, Android, iOS, Version Control",Developer
Schmid vision soft,Full Stack Developer,4.1,"Remote in Vijayanagar, Bengaluru, Karnataka",360000,Diploma,1.0,"Python, Java, C++, Web Development, Git, Agile, HTML/CSS, JavaScript",Developer
Unisys,Cloud SRE Engineer,4.1,"Bengaluru, Karnataka",720000,Masters,1.0,"Python, Java, C++, System Administration, Cloud Computing, Security",Other
WAVELABS TECHNOLOGIES,Senior Computer Vision Engineer,4.1,"Hyderabad, Telangana",720000,Masters,1.0,"Computer Vision, Python, TensorFlow, GANs, Feature Extraction, Image Classification",Computer Vision Engineer
Adoro,Computer Vision Specialist,4.1,"Mumbai, Maharashtra",360000,Diploma,1.0,"Machine Learning, Python, PyTorch, Image Segmentation, Object Detection, CNNs",Computer Vision Engineer
ICS Consultancy Services,Computer Vision Jobs in Gurugram,4.1,India,480000,Bachelors,1.0,"Computer Vision, Python, TensorFlow, GANs, Feature Extraction, Image Classification",Computer Vision Engineer
Lincode Labs,Data Scientist,4.1,"Bengaluru, Karnataka",840000,Bachelors,5.0,"R, Data Wrangling, Machine Learning, Statistics, SQL, Feature Engineering",Data Scientist
Gex Search,Data science,4.1,"Remote in Hyderabad, Telangana",360000,Diploma,1.0,"R, Data Wrangling, Machine Learning, Statistics, SQL, Feature Engineering",Data Scientist
Microsoft,Data Science Internship Opportunity for University Graduates,4.1,India,360000,Diploma,1.0,"Virtualization, Windows Server, Networking, Cybersecurity, Database Management, Troubleshooting",IT Professional
Adobe,Computer Scientist I,4.1,"Noida, Uttar Pradesh+1 location",480000,Bachelors,1.0,"Python, SQL, Technical Writing, System Design, Software Development",Other
BlueOptima,IT Infrastructure and Operations Lead,4.1,"Remote in Bengaluru, Karnataka",480000,Bachelors,1.0,"Network Security, Cloud Computing, System Administration, Troubleshooting, ITIL, Virtualization",IT Professional
MulticoreWare,COMPUTER VISION ENGINEER,4.1,"Chennai, Tamil Nadu",360000,Diploma,1.0,"Deep Learning, Python, OpenCV, Neural Networks, Image Processing, Video Analysis",Computer Vision Engineer
DeepEdge,Embedded engineers interns for Computer vision,4.1,"Hyderabad, Telangana",360000,Diploma,1.0,"Computer Vision, Python, TensorFlow, GANs, Feature Extraction, Image Classification",Computer Vision Engineer
Deloitte,Computer Forensics - Solution Advisor,4.1,"Hyderabad, Telangana",840000,Bachelors,5.0,"SQL, Python, Database Management, Web Development, Data Analysis",Other
GreenPepper,Senior Software Engineer – Computer Vision,4.1,"Gurgaon, Haryana",480000,Bachelors,1.0,"Full Stack Development, JavaScript, React, Node.js, DevOps, Cloud Computing",Software Engineer
Deloitte,Technical Support- Analyst,4.1,"Bengaluru, Karnataka+1 location",480000,Bachelors,1.0,"Data Visualization, Excel, R, SQL, Big Data Tools",Data Analyst
Inferigence Quotient,Computer Visioneer,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Machine Learning, Python, PyTorch, Image Segmentation, Object Detection, CNNs",Computer Vision Engineer
Unisys,Cloud associate,4.1,"Bengaluru, Karnataka",660000,Bachelors,2.5,"Python, SQL, Project Management, Technical Writing, Agile, Scrum",Other
AllGoVision Technologies,Embedded Computer Vision / AI Engineer,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Computer Vision, Python, OpenCV, TensorFlow, Deep Learning, Image Processing",Computer Vision Engineer
Quanto Agroworld Private Limited,IT Executive,4.1,"Mumbai, Maharashtra",360000,Diploma,1.0,"Cloud Infrastructure, IT Support, Hardware and Software, Networking, System Administration, Security",IT Professional
BlueOptima,Machine Learning Data Engineer,4.1,"Remote in Bengaluru, Karnataka",660000,Bachelors,2.5,"Machine Learning, Python, Neural Networks, NLP, TensorFlow",ML Engineer
Quotient Technology,Data Analyst,4.1,"Bengaluru, Karnataka",840000,Bachelors,5.0,"Data Visualization, Excel, R, SQL, Big Data Tools",Data Analyst
ADCI - Karnataka,"Support Engineer, Textract Computer Vision",4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Computer Vision, Python, TensorFlow, GANs, Feature Extraction, Image Classification",Computer Vision Engineer
Asteria Aerospace,Lead - Computer Vision,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"Deep Learning, Python, OpenCV, Neural Networks, Image Processing, Video Analysis",Computer Vision Engineer
BlueOptima,Senior SDET,4.1,"Remote in Bengaluru, Karnataka",480000,Bachelors,1.0,"Python, SQL, Project Management, Technical Writing, Agile, Scrum",Other
BlueOptima,Team Lead,4.1,"Remote in Bengaluru, Karnataka",360000,Diploma,1.0,"Python, SQL, Technical Writing, System Design, Software Development",Other
Sony India Software Centre Pvt Ltd,Trainee Software Engineer-6,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Software Architecture, Python, Java, Testing Frameworks, Git, Docker, CI/CD",Software Engineer
Ford Global Business Services,Computer Vision Engineer,4.1,"Chennai, Tamil Nadu",360000,Diploma,1.0,"Computer Vision, Python, TensorFlow, GANs, Feature Extraction, Image Classification",Computer Vision Engineer
Talent Zone Consultants,Computer Vision Engineer-pune,4.1,"Pune, Maharashtra",360000,Diploma,1.0,"Computer Vision, Python, TensorFlow, GANs, Feature Extraction, Image Classification",Computer Vision Engineer
Unisys,Fresher - Full-stack Developer,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"Python, Java, C++, Web Development, Git, Agile, HTML/CSS, JavaScript",Developer
Sony India Software Centre Pvt Ltd,Senior Computer Vision & Deep Learning Engineer,4.1,"Bengaluru, Karnataka",720000,Masters,1.0,"Deep Learning, Python, OpenCV, Neural Networks, Image Processing, Video Analysis",Computer Vision Engineer
Unisys,Cyber Security Analyst,4.1,"Bengaluru, Karnataka",660000,Bachelors,2.5,"Excel, SQL, Data Visualization, Python, Machine Learning, Database Management",Data Analyst
Pintar,Software Development Engineer 1,4.1,Remote,660000,Bachelors,3.0,"JavaScript, React, Node.js, Software Development, Git, DevOps",Software
KnowDis,MACHINE LEARNING RESEARCHER(COMPUTER VISION),4.1,"New Delhi, Delhi",360000,Diploma,1.0,"Machine Learning, Python, Data Science, Deep Learning, Computer Vision",ML Engineer
Virtual Internships,Software Engineer - Backend,4.1,Remote,480000,Bachelors,1.0,"Software Architecture, Python, Java, Testing Frameworks, Git, Docker, CI/CD",Software Engineer
AppLegos,Full Stack Developer (Remote),4.1,"Remote in Gurgaon, Haryana",360000,Diploma,1.0,"Mobile App Development, Swift, Kotlin, Android, iOS, Version Control",Developer
Amrita University,Assistant Professor/Associate Professor/ Professor (Computer...,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"Python, SQL, Technical Writing, System Design, Software Development",Other
BenoGroup,Full stack Developer,4.1,"Gurgaon, Haryana",480000,Bachelors,1.0,"Full Stack Development, React, Node.js, APIs, Cloud Computing, Docker",Developer
Lenek Technologies,Software Engineer Intern,4.1,"Remote in Kanpur, Uttar Pradesh",480000,Bachelors,1.0,"Software Development, Java, Python, Algorithms, System Design, Data Structures",Software Engineer
Stryker,Software/Senior Software Engineer- Computer Vision,4.1,"Gurgaon, Haryana",720000,Masters,1.0,"Software Architecture, Python, Java, Testing Frameworks, Git, Docker, CI/CD",Software Engineer
HR Devi and Associates,Computer Vision Engineers,4.1,"Mumbai, Maharashtra",480000,Bachelors,1.0,"Computer Vision, Python, OpenCV, TensorFlow, Deep Learning, Image Processing",Computer Vision Engineer
Infognana IG Solution,Computer Vision Developers,4.1,India,480000,Bachelors,1.0,"Mobile App Development, Swift, Kotlin, Android, iOS, Version Control",Developer
VisionIAS | Ajayvision Education Private Limited,Front End Developer,4.1,"Temporarily Remote in Delhi, Delhi+1 location",480000,Bachelors,1.0,"Python, Java, C++, Web Development, Git, Agile, HTML/CSS, JavaScript",Developer
Oracle,Technical Analyst 3-Support,4.1,"Hyderabad, Telangana+1 location",1080000,Masters,5.0,"Excel, SQL, Data Visualization, Python, Statistical Analysis, Time Series Analysis",Data Analyst
52 Qualcomm India Private Limited,"Engineer, Computer Vision Technologies – Xr Perception R&D",4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Machine Learning, Python, PyTorch, Image Segmentation, Object Detection, CNNs",Computer Vision Engineer
